user_id,age,gender,location,interests,ad_id,ad_category,ad_platform,ad_type,impressions,clicks,conversion,time_spent_on_ad,day_of_week,device_type,engagement_score,ctr,cvr,age_group,conversion_rate,engagement_rate
U0165,41,Other,UK,Tech,A0015,Apparel,Facebook,Image,13,7,1,17.07,Wednesday,Desktop,0.75,53.84615384615385,14.285714285714285,35-44,14.285714285714285,5.769230769230769
U0166,53,M,Germany,Tech,A0016,Electronics,Instagram,Video,12,11,1,12.91,Thursday,Tablet,0.92,91.66666666666666,9.090909090909092,45-54,9.090909090909092,7.666666666666668
U0167,22,M,Canada,Food,A0017,Electronics,Instagram,Video,11,8,1,26.46,Sunday,Tablet,0.86,72.72727272727273,12.5,18-24,12.5,7.818181818181818
U0168,58,Other,UK,Fashion,A0018,Gadgets,Facebook,Image,9,2,1,5.7,Saturday,Mobile,0.54,22.22222222222222,50.0,55-64,50.0,6.000000000000001
U0169,40,Other,Canada,Tech,A0019,Sportswear,Facebook,Carousel,9,4,1,9.78,Friday,Mobile,0.67,44.44444444444444,25.0,35-44,25.0,7.4444444444444455
U0170,50,Other,UK,Travel,A0020,Luggage,Facebook,Image,11,9,0,18.55,Sunday,Tablet,0.5,81.81818181818183,0.0,45-54,0.0,4.545454545454546
U0171,20,M,USA,Tech,A0021,Food & Beverage,Instagram,Carousel,4,4,1,19.53,Thursday,Tablet,1.0,100.0,25.0,18-24,25.0,25.0
U0172,52,F,Australia,Fitness,A0022,Gadgets,Facebook,Carousel,7,4,1,20.97,Tuesday,Desktop,0.79,57.14285714285714,25.0,45-54,25.0,11.285714285714286
U0173,44,F,India,Fashion,A0023,Sportswear,Facebook,Video,14,11,1,29.65,Wednesday,Desktop,0.89,78.57142857142857,9.090909090909092,35-44,9.090909090909092,6.357142857142857
U0174,26,F,Germany,Travel,A0024,Electronics,Instagram,Image,8,1,1,8.19,Monday,Mobile,0.5,12.5,100.0,25-34,100.0,6.25
U0175,36,F,Germany,Gaming,A0025,Apparel,Facebook,Video,15,10,1,5.62,Friday,Desktop,0.76,66.66666666666666,10.0,35-44,10.0,5.066666666666666
U0176,49,F,India,Tech,A0026,Electronics,Instagram,Carousel,8,3,1,11.23,Monday,Desktop,0.64,37.5,33.33333333333333,45-54,33.33333333333333,8.0
U0177,49,Other,Australia,Food,A0027,Gadgets,Instagram,Carousel,1,0,0,2.15,Wednesday,Tablet,0.01,0.0,0.0,45-54,0.0,1.0
U0178,41,F,Canada,Tech,A0028,Gadgets,Facebook,Carousel,9,3,1,9.37,Thursday,Tablet,0.61,33.33333333333333,33.33333333333333,35-44,33.33333333333333,6.777777777777777
U0179,46,Other,Canada,Travel,A0029,Food & Beverage,Facebook,Image,2,1,1,29.62,Friday,Desktop,0.75,50.0,100.0,45-54,100.0,37.5
U0180,27,M,Germany,Travel,A0030,Gadgets,Facebook,Image,1,0,0,3.57,Sunday,Desktop,0.02,0.0,0.0,25-34,0.0,2.0
U0181,51,F,UK,Travel,A0031,Luggage,Facebook,Video,15,10,1,29.73,Saturday,Desktop,0.83,66.66666666666666,10.0,45-54,10.0,5.533333333333333
U0182,55,F,Germany,Travel,A0032,Luggage,Instagram,Carousel,10,4,1,1.48,Wednesday,Tablet,0.61,40.0,25.0,55-64,25.0,6.1
U0183,25,F,Germany,Fitness,A0033,Food & Beverage,Facebook,Carousel,8,4,0,23.7,Sunday,Tablet,0.35,50.0,0.0,25-34,0.0,4.375
U0184,54,M,Australia,Tech,A0034,Luggage,Instagram,Image,9,9,0,12.03,Sunday,Tablet,0.56,100.0,0.0,45-54,0.0,6.222222222222222
U0185,33,M,Germany,Food,A0035,Electronics,Facebook,Image,8,5,1,12.98,Tuesday,Desktop,0.78,62.5,20.0,25-34,20.0,9.75
U0186,50,Other,India,Food,A0036,Food & Beverage,Facebook,Carousel,3,1,0,29.95,Thursday,Tablet,0.27,33.33333333333333,0.0,45-54,0.0,9.000000000000002
U0187,42,F,UK,Gaming,A0037,Luggage,Instagram,Carousel,6,5,0,21.91,Saturday,Tablet,0.52,83.33333333333334,0.0,35-44,0.0,8.666666666666668
U0188,34,Other,India,Fashion,A0038,Apparel,Instagram,Carousel,5,1,0,29.49,Sunday,Desktop,0.2,20.0,0.0,25-34,0.0,4.0
U0189,31,Other,Australia,Gaming,A0039,Sportswear,Instagram,Video,9,4,1,17.63,Friday,Desktop,0.71,44.44444444444444,25.0,25-34,25.0,7.888888888888888
U0190,43,F,UK,Fitness,A0040,Electronics,Instagram,Carousel,2,1,0,20.02,Saturday,Desktop,0.35,50.0,0.0,35-44,0.0,17.5
U0191,31,M,Germany,Fitness,A0041,Luggage,Instagram,Image,2,2,0,7.94,Monday,Tablet,0.54,100.0,0.0,25-34,0.0,27.0
U0192,51,M,Australia,Fashion,A0042,Electronics,Facebook,Video,6,5,1,20.75,Tuesday,Mobile,0.92,83.33333333333334,20.0,45-54,20.0,15.333333333333336
U0193,53,M,India,Food,A0043,Gadgets,Instagram,Carousel,4,2,1,19.73,Sunday,Mobile,0.75,50.0,50.0,45-54,50.0,18.75
U0194,59,Other,UK,Travel,A0044,Food & Beverage,Facebook,Image,7,2,0,2.05,Sunday,Desktop,0.15,28.57142857142857,0.0,55-64,0.0,2.142857142857143
U0195,49,M,Australia,Fitness,A0045,Electronics,Facebook,Video,10,9,1,29.51,Wednesday,Desktop,0.95,90.0,11.11111111111111,45-54,11.11111111111111,9.5
U0196,59,Other,Germany,Gaming,A0046,Apparel,Instagram,Video,4,0,0,1.65,Saturday,Desktop,0.01,0.0,0.0,55-64,0.0,0.25
U0197,59,F,Australia,Fashion,A0047,Electronics,Instagram,Video,10,10,0,6.09,Sunday,Tablet,0.53,100.0,0.0,55-64,0.0,5.300000000000001
U0198,43,F,Germany,Fitness,A0048,Electronics,Instagram,Carousel,2,0,0,4.91,Thursday,Desktop,0.02,0.0,0.0,35-44,0.0,1.0
U0199,33,M,Canada,Gaming,A0049,Apparel,Instagram,Video,6,2,0,17.61,Wednesday,Tablet,0.25,33.33333333333333,0.0,25-34,0.0,4.166666666666666
U0200,41,Other,UK,Tech,A0050,Food & Beverage,Facebook,Video,5,1,1,15.57,Saturday,Desktop,0.58,20.0,100.0,35-44,100.0,11.6
U0201,25,Other,Canada,Fitness,A0001,Luggage,Facebook,Image,3,3,1,22.68,Friday,Desktop,1.0,100.0,33.33333333333333,25-34,33.33333333333333,33.33333333333333
U0202,44,Other,Germany,Gaming,A0002,Luggage,Facebook,Image,11,9,0,3.37,Thursday,Tablet,0.43,81.81818181818183,0.0,35-44,0.0,3.909090909090909
U0203,41,M,Germany,Tech,A0003,Electronics,Facebook,Carousel,9,2,1,25.78,Thursday,Mobile,0.61,22.22222222222222,50.0,35-44,50.0,6.777777777777777
U0204,31,Other,Germany,Gaming,A0004,Electronics,Instagram,Image,8,2,0,14.25,Monday,Tablet,0.2,25.0,0.0,25-34,0.0,2.5
U0205,47,Other,Canada,Food,A0005,Electronics,Instagram,Video,14,0,0,3.73,Friday,Mobile,0.02,0.0,0.0,45-54,0.0,0.14285714285714285
U0206,20,F,Canada,Food,A0006,Electronics,Facebook,Image,15,15,1,12.86,Sunday,Mobile,0.96,100.0,6.666666666666667,18-24,6.666666666666667,6.4
U0207,59,Other,Australia,Gaming,A0007,Sportswear,Instagram,Video,14,14,0,11.89,Saturday,Tablet,0.56,100.0,0.0,55-64,0.0,4.0
U0208,52,M,Australia,Fitness,A0008,Electronics,Facebook,Carousel,7,2,0,7.46,Monday,Mobile,0.18,28.57142857142857,0.0,45-54,0.0,2.571428571428571
U0209,37,F,Australia,Food,A0009,Luggage,Instagram,Carousel,7,3,1,11.04,Wednesday,Mobile,0.67,42.857142857142854,33.33333333333333,35-44,33.33333333333333,9.571428571428573
U0210,25,M,Australia,Gaming,A0010,Luggage,Facebook,Image,4,0,0,0.5,Monday,Desktop,0.0,0.0,0.0,25-34,0.0,0.0
U0211,56,Other,Australia,Tech,A0011,Apparel,Facebook,Video,8,3,0,22.88,Sunday,Mobile,0.29,37.5,0.0,55-64,0.0,3.6249999999999996
U0212,26,Other,Canada,Fashion,A0012,Food & Beverage,Instagram,Carousel,10,10,0,7.87,Tuesday,Tablet,0.54,100.0,0.0,25-34,0.0,5.4
U0213,51,M,India,Fitness,A0013,Sportswear,Facebook,Carousel,10,2,0,13.39,Thursday,Mobile,0.17,20.0,0.0,45-54,0.0,1.7000000000000002
U0214,40,Other,Australia,Gaming,A0014,Luggage,Instagram,Carousel,7,6,1,11.92,Sunday,Tablet,0.89,85.71428571428571,16.666666666666664,35-44,16.666666666666664,12.714285714285714
U0215,48,M,UK,Fitness,A0015,Food & Beverage,Facebook,Video,15,1,0,29.07,Friday,Tablet,0.13,6.666666666666667,0.0,45-54,0.0,0.8666666666666666
U0216,26,F,UK,Fitness,A0016,Apparel,Instagram,Carousel,2,1,0,3.68,Saturday,Mobile,0.27,50.0,0.0,25-34,0.0,13.5
U0217,21,F,India,Food,A0017,Luggage,Facebook,Image,4,4,0,17.21,Thursday,Mobile,0.59,100.0,0.0,18-24,0.0,14.75
U0218,39,F,USA,Fashion,A0018,Apparel,Facebook,Carousel,13,7,0,21.17,Saturday,Mobile,0.37,53.84615384615385,0.0,35-44,0.0,2.8461538461538463
U0219,43,M,Germany,Fitness,A0019,Sportswear,Instagram,Video,9,5,1,11.43,Thursday,Desktop,0.73,55.55555555555556,20.0,35-44,20.0,8.11111111111111
U0220,24,Other,India,Fitness,A0020,Apparel,Instagram,Video,7,0,0,2.81,Tuesday,Tablet,0.01,0.0,0.0,18-24,0.0,0.14285714285714285
U0221,27,M,Canada,Travel,A0021,Luggage,Instagram,Video,3,1,1,12.02,Sunday,Mobile,0.63,33.33333333333333,100.0,25-34,100.0,21.0
U0222,49,Other,Australia,Food,A0022,Sportswear,Instagram,Video,12,10,0,14.36,Saturday,Desktop,0.49,83.33333333333334,0.0,45-54,0.0,4.083333333333333
U0223,28,M,Australia,Travel,A0023,Gadgets,Facebook,Carousel,11,0,0,2.62,Sunday,Mobile,0.01,0.0,0.0,25-34,0.0,0.09090909090909091
U0224,60,M,USA,Gaming,A0024,Apparel,Facebook,Image,12,2,1,15.67,Wednesday,Mobile,0.56,16.666666666666664,50.0,55-64,50.0,4.666666666666667
U0225,57,Other,Australia,Travel,A0025,Gadgets,Instagram,Image,1,1,1,16.35,Wednesday,Tablet,0.98,100.0,100.0,55-64,100.0,98.0
U0226,36,M,Germany,Food,A0026,Food & Beverage,Instagram,Image,2,0,0,2.62,Tuesday,Mobile,0.01,0.0,0.0,35-44,0.0,0.5
U0227,57,Other,Canada,Fitness,A0027,Sportswear,Instagram,Image,6,3,1,8.05,Saturday,Mobile,0.69,50.0,33.33333333333333,55-64,33.33333333333333,11.5
U0228,37,Other,USA,Food,A0028,Food & Beverage,Facebook,Image,7,6,1,14.8,Saturday,Mobile,0.9,85.71428571428571,16.666666666666664,35-44,16.666666666666664,12.85714285714286
U0229,28,M,India,Gaming,A0029,Food & Beverage,Instagram,Carousel,14,1,0,27.66,Tuesday,Mobile,0.14,7.142857142857142,0.0,25-34,0.0,1.0
U0230,54,F,Canada,Tech,A0030,Electronics,Instagram,Carousel,10,10,1,27.93,Wednesday,Mobile,1.0,100.0,10.0,45-54,10.0,10.0
U0231,31,Other,UK,Food,A0031,Gadgets,Facebook,Video,3,1,0,25.63,Saturday,Tablet,0.27,33.33333333333333,0.0,25-34,0.0,9.000000000000002
U0232,39,F,Australia,Fashion,A0032,Food & Beverage,Facebook,Carousel,12,5,1,13.68,Sunday,Mobile,0.68,41.66666666666667,20.0,35-44,20.0,5.666666666666667
U0233,39,Other,Germany,Travel,A0033,Gadgets,Instagram,Image,11,4,0,14.07,Tuesday,Desktop,0.25,36.36363636363637,0.0,35-44,0.0,2.272727272727273
U0234,53,F,India,Fashion,A0034,Food & Beverage,Instagram,Image,13,9,1,8.15,Monday,Mobile,0.79,69.23076923076923,11.11111111111111,45-54,11.11111111111111,6.076923076923077
U0235,35,M,India,Food,A0035,Food & Beverage,Facebook,Carousel,7,5,1,3.65,Wednesday,Desktop,0.78,71.42857142857143,20.0,35-44,20.0,11.142857142857142
U0236,41,F,USA,Fashion,A0036,Electronics,Facebook,Video,8,8,0,12.83,Monday,Mobile,0.56,100.0,0.0,35-44,0.0,7.000000000000001
U0237,40,Other,USA,Travel,A0037,Luggage,Instagram,Video,1,1,1,23.6,Saturday,Tablet,1.0,100.0,100.0,35-44,100.0,100.0
U0238,33,Other,Germany,Fashion,A0038,Food & Beverage,Instagram,Image,3,2,1,15.3,Monday,Mobile,0.81,66.66666666666666,50.0,25-34,50.0,27.0
U0239,45,F,India,Fitness,A0039,Gadgets,Facebook,Video,5,1,0,15.38,Friday,Mobile,0.18,20.0,0.0,45-54,0.0,3.5999999999999996
U0240,47,M,UK,Fitness,A0040,Electronics,Instagram,Video,14,9,1,26.0,Thursday,Desktop,0.82,64.28571428571429,11.11111111111111,45-54,11.11111111111111,5.857142857142857
U0241,45,Other,Germany,Fashion,A0041,Sportswear,Instagram,Carousel,12,3,1,6.15,Thursday,Desktop,0.56,25.0,33.33333333333333,45-54,33.33333333333333,4.666666666666667
U0242,36,Other,Australia,Food,A0042,Gadgets,Facebook,Video,7,4,0,12.4,Monday,Tablet,0.35,57.14285714285714,0.0,35-44,0.0,5.0
U0243,30,Other,Germany,Fashion,A0043,Food & Beverage,Facebook,Carousel,8,3,1,9.45,Saturday,Mobile,0.63,37.5,33.33333333333333,25-34,33.33333333333333,7.875
U0244,44,Other,India,Fashion,A0044,Food & Beverage,Instagram,Image,5,5,1,13.27,Thursday,Mobile,0.97,100.0,20.0,35-44,20.0,19.400000000000002
U0245,46,Other,India,Travel,A0045,Gadgets,Instagram,Carousel,1,1,0,24.56,Friday,Tablet,0.6,100.0,0.0,45-54,0.0,60.0
U0246,23,M,UK,Food,A0046,Food & Beverage,Instagram,Image,11,9,1,29.52,Saturday,Tablet,0.91,81.81818181818183,11.11111111111111,18-24,11.11111111111111,8.272727272727273
U0247,43,F,India,Tech,A0047,Electronics,Facebook,Video,4,4,0,17.18,Saturday,Tablet,0.59,100.0,0.0,35-44,0.0,14.75
U0248,32,F,Canada,Gaming,A0048,Gadgets,Facebook,Video,1,1,1,13.06,Monday,Mobile,0.97,100.0,100.0,25-34,100.0,97.0
U0249,27,F,Canada,Fitness,A0049,Gadgets,Facebook,Carousel,8,5,1,13.71,Saturday,Desktop,0.78,62.5,20.0,25-34,20.0,9.75
U0250,38,M,Canada,Tech,A0050,Food & Beverage,Facebook,Image,14,5,0,20.64,Tuesday,Tablet,0.28,35.714285714285715,0.0,35-44,0.0,2.0
U0251,33,Other,UK,Travel,A0001,Apparel,Instagram,Carousel,7,7,1,12.75,Tuesday,Mobile,0.96,100.0,14.285714285714285,25-34,14.285714285714285,13.714285714285715
U0252,58,Other,India,Gaming,A0002,Electronics,Facebook,Video,10,6,1,21.44,Tuesday,Desktop,0.8,60.0,16.666666666666664,55-64,16.666666666666664,8.0
U0253,22,Other,USA,Travel,A0003,Apparel,Instagram,Video,4,3,1,20.45,Thursday,Tablet,0.88,75.0,33.33333333333333,18-24,33.33333333333333,22.0
U0254,58,F,Germany,Gaming,A0004,Luggage,Instagram,Carousel,2,1,1,14.28,Tuesday,Tablet,0.72,50.0,100.0,55-64,100.0,36.0
U0255,37,Other,Germany,Tech,A0005,Food & Beverage,Facebook,Video,2,0,0,1.53,Tuesday,Desktop,0.01,0.0,0.0,35-44,0.0,0.5
U0256,27,Other,India,Gaming,A0006,Luggage,Facebook,Carousel,7,6,1,19.43,Saturday,Tablet,0.93,85.71428571428571,16.666666666666664,25-34,16.666666666666664,13.285714285714286
U0257,29,Other,UK,Gaming,A0007,Sportswear,Facebook,Image,6,6,1,2.55,Wednesday,Mobile,0.91,100.0,16.666666666666664,25-34,16.666666666666664,15.166666666666668
U0258,49,M,UK,Gaming,A0008,Luggage,Instagram,Video,11,7,1,25.36,Thursday,Mobile,0.82,63.63636363636363,14.285714285714285,45-54,14.285714285714285,7.454545454545454
U0259,23,Other,USA,Fashion,A0009,Sportswear,Facebook,Video,4,4,1,23.64,Friday,Tablet,1.0,100.0,25.0,18-24,25.0,25.0
U0260,49,Other,Germany,Tech,A0010,Luggage,Facebook,Video,13,8,0,11.64,Sunday,Mobile,0.37,61.53846153846154,0.0,45-54,0.0,2.8461538461538463
U0261,46,Other,UK,Gaming,A0011,Electronics,Facebook,Video,14,0,0,2.25,Wednesday,Mobile,0.01,0.0,0.0,45-54,0.0,0.07142857142857142
U0262,46,M,UK,Fashion,A0012,Food & Beverage,Instagram,Carousel,10,10,1,18.87,Sunday,Mobile,0.99,100.0,10.0,45-54,10.0,9.9
U0263,31,M,Germany,Fitness,A0013,Luggage,Instagram,Carousel,9,2,1,21.42,Wednesday,Tablet,0.61,22.22222222222222,50.0,25-34,50.0,6.777777777777777
U0264,35,Other,Australia,Tech,A0014,Apparel,Instagram,Image,5,5,1,26.12,Tuesday,Mobile,1.0,100.0,20.0,35-44,20.0,20.0
U0265,38,M,Australia,Gaming,A0015,Gadgets,Facebook,Carousel,11,4,0,11.88,Monday,Tablet,0.24,36.36363636363637,0.0,35-44,0.0,2.1818181818181817
U0266,23,F,Germany,Food,A0016,Sportswear,Instagram,Video,8,5,0,26.2,Sunday,Tablet,0.41,62.5,0.0,18-24,0.0,5.125
U0267,23,Other,India,Food,A0017,Food & Beverage,Instagram,Image,13,8,1,29.08,Sunday,Mobile,0.81,61.53846153846154,12.5,18-24,12.5,6.230769230769232
U0268,49,F,Canada,Fitness,A0018,Sportswear,Facebook,Carousel,14,7,0,26.93,Sunday,Mobile,0.35,50.0,0.0,45-54,0.0,2.5
U0269,20,M,Australia,Gaming,A0019,Electronics,Facebook,Image,8,7,1,28.78,Tuesday,Tablet,0.94,87.5,14.285714285714285,18-24,14.285714285714285,11.75
U0270,26,Other,Canada,Fashion,A0020,Sportswear,Facebook,Carousel,6,2,1,20.27,Saturday,Mobile,0.67,33.33333333333333,50.0,25-34,50.0,11.166666666666668
U0271,21,F,Australia,Fitness,A0021,Food & Beverage,Facebook,Video,11,1,0,1.03,Thursday,Mobile,0.05,9.090909090909092,0.0,18-24,0.0,0.4545454545454546
U0272,26,Other,UK,Travel,A0022,Food & Beverage,Instagram,Image,1,1,0,29.66,Thursday,Tablet,0.6,100.0,0.0,25-34,0.0,60.0
U0273,26,F,USA,Fashion,A0023,Gadgets,Facebook,Carousel,13,1,1,11.66,Wednesday,Mobile,0.5,7.6923076923076925,100.0,25-34,100.0,3.8461538461538463
U0274,42,M,Australia,Food,A0024,Apparel,Facebook,Carousel,10,0,0,3.05,Tuesday,Desktop,0.02,0.0,0.0,35-44,0.0,0.2
U0275,40,Other,UK,Food,A0025,Food & Beverage,Facebook,Video,10,10,1,7.3,Monday,Mobile,0.94,100.0,10.0,35-44,10.0,9.4
U0276,25,Other,Australia,Gaming,A0026,Sportswear,Instagram,Video,13,2,1,19.69,Tuesday,Tablet,0.58,15.384615384615385,50.0,25-34,50.0,4.461538461538462
U0277,56,Other,Australia,Travel,A0027,Sportswear,Facebook,Carousel,15,9,1,18.6,Tuesday,Tablet,0.79,60.0,11.11111111111111,55-64,11.11111111111111,5.266666666666667
U0278,43,F,Australia,Tech,A0028,Apparel,Instagram,Video,2,0,0,2.5,Friday,Mobile,0.01,0.0,0.0,35-44,0.0,0.5
U0279,51,M,Canada,Fitness,A0029,Apparel,Instagram,Carousel,7,5,0,6.01,Thursday,Mobile,0.39,71.42857142857143,0.0,45-54,0.0,5.571428571428571
U0280,19,Other,USA,Tech,A0030,Sportswear,Facebook,Image,15,1,0,12.54,Wednesday,Tablet,0.1,6.666666666666667,0.0,18-24,0.0,0.6666666666666667
U0281,50,F,India,Food,A0031,Gadgets,Facebook,Carousel,9,8,0,9.05,Wednesday,Mobile,0.49,88.88888888888889,0.0,45-54,0.0,5.444444444444444
U0282,50,M,UK,Travel,A0032,Sportswear,Instagram,Carousel,11,10,0,2.92,Saturday,Desktop,0.47,90.9090909090909,0.0,45-54,0.0,4.2727272727272725
U0283,33,M,UK,Tech,A0033,Gadgets,Facebook,Video,10,9,1,20.32,Saturday,Tablet,0.95,90.0,11.11111111111111,25-34,11.11111111111111,9.5
U0284,29,M,USA,Food,A0034,Apparel,Facebook,Image,8,5,0,23.71,Saturday,Desktop,0.41,62.5,0.0,25-34,0.0,5.125
U0285,28,F,UK,Food,A0035,Sportswear,Facebook,Image,6,6,1,16.19,Wednesday,Tablet,0.98,100.0,16.666666666666664,25-34,16.666666666666664,16.333333333333332
U0286,54,Other,USA,Gaming,A0036,Gadgets,Instagram,Image,8,2,1,8.4,Monday,Tablet,0.57,25.0,50.0,45-54,50.0,7.124999999999999
U0287,25,M,Australia,Travel,A0037,Electronics,Facebook,Image,4,0,0,2.36,Thursday,Mobile,0.01,0.0,0.0,25-34,0.0,0.25
U0288,29,M,Germany,Food,A0038,Food & Beverage,Instagram,Image,6,1,1,21.89,Wednesday,Mobile,0.58,16.666666666666664,100.0,25-34,100.0,9.666666666666666
U0289,54,F,USA,Travel,A0039,Food & Beverage,Facebook,Image,4,4,0,28.67,Monday,Desktop,0.6,100.0,0.0,45-54,0.0,15.0
U0290,36,F,Canada,Tech,A0040,Luggage,Instagram,Image,6,1,1,23.75,Saturday,Tablet,0.58,16.666666666666664,100.0,35-44,100.0,9.666666666666666
U0291,33,F,Canada,Travel,A0041,Gadgets,Facebook,Carousel,15,7,1,28.04,Monday,Mobile,0.73,46.666666666666664,14.285714285714285,25-34,14.285714285714285,4.866666666666666
U0292,52,F,Australia,Food,A0042,Electronics,Instagram,Image,13,10,1,22.4,Wednesday,Mobile,0.88,76.92307692307693,10.0,45-54,10.0,6.769230769230769
U0293,31,Other,UK,Gaming,A0043,Gadgets,Facebook,Image,12,4,1,27.72,Sunday,Tablet,0.67,33.33333333333333,25.0,25-34,25.0,5.583333333333334
U0294,44,Other,Canada,Gaming,A0044,Food & Beverage,Facebook,Carousel,2,2,1,24.78,Monday,Tablet,1.0,100.0,50.0,35-44,50.0,50.0
U0295,54,M,India,Food,A0045,Apparel,Facebook,Video,5,2,0,12.4,Sunday,Tablet,0.26,40.0,0.0,45-54,0.0,5.2
U0296,38,F,India,Fitness,A0046,Apparel,Facebook,Image,3,0,0,0.78,Tuesday,Desktop,0.0,0.0,0.0,35-44,0.0,0.0
U0297,47,F,India,Tech,A0047,Luggage,Instagram,Image,8,4,1,25.72,Monday,Mobile,0.75,50.0,25.0,45-54,25.0,9.375
U0298,37,Other,Australia,Travel,A0048,Electronics,Facebook,Video,3,0,0,3.56,Wednesday,Desktop,0.02,0.0,0.0,35-44,0.0,0.6666666666666667
U0299,50,M,Australia,Fitness,A0049,Sportswear,Facebook,Image,7,7,0,16.95,Monday,Desktop,0.58,100.0,0.0,45-54,0.0,8.285714285714285
U0300,24,M,USA,Tech,A0050,Electronics,Facebook,Image,4,3,1,19.28,Saturday,Mobile,0.87,75.0,33.33333333333333,18-24,33.33333333333333,21.75
U0301,55,Other,Canada,Tech,A0001,Electronics,Facebook,Image,15,14,0,3.67,Sunday,Desktop,0.49,93.33333333333333,0.0,55-64,0.0,3.266666666666666
U0302,25,M,India,Tech,A0002,Apparel,Instagram,Carousel,7,7,1,20.81,Tuesday,Desktop,1.0,100.0,14.285714285714285,25-34,14.285714285714285,14.285714285714285
U0303,31,M,Canada,Fitness,A0003,Gadgets,Facebook,Image,10,9,0,19.77,Thursday,Desktop,0.55,90.0,0.0,25-34,0.0,5.500000000000001
U0304,53,F,USA,Tech,A0004,Sportswear,Instagram,Image,7,3,0,24.12,Tuesday,Tablet,0.31,42.857142857142854,0.0,45-54,0.0,4.428571428571428
U0305,52,M,India,Food,A0005,Sportswear,Instagram,Carousel,13,7,1,17.4,Wednesday,Desktop,0.76,53.84615384615385,14.285714285714285,45-54,14.285714285714285,5.846153846153846
U0306,35,M,USA,Fitness,A0006,Luggage,Facebook,Image,15,8,1,29.75,Friday,Desktop,0.77,53.333333333333336,12.5,35-44,12.5,5.133333333333334
U0307,55,M,UK,Tech,A0007,Apparel,Facebook,Video,9,0,0,3.82,Tuesday,Tablet,0.02,0.0,0.0,55-64,0.0,0.2222222222222222
U0308,42,F,UK,Fashion,A0008,Apparel,Instagram,Carousel,12,5,0,1.82,Saturday,Desktop,0.22,41.66666666666667,0.0,35-44,0.0,1.8333333333333333
U0309,54,Other,UK,Travel,A0009,Apparel,Instagram,Carousel,5,1,1,3.62,Tuesday,Tablet,0.52,20.0,100.0,45-54,100.0,10.4
U0310,32,M,Germany,Gaming,A0010,Electronics,Instagram,Carousel,4,1,1,6.15,Sunday,Desktop,0.56,25.0,100.0,25-34,100.0,14.000000000000002
U0311,21,M,UK,Travel,A0011,Food & Beverage,Facebook,Image,14,8,0,28.86,Wednesday,Tablet,0.39,57.14285714285714,0.0,18-24,0.0,2.7857142857142856
U0312,60,F,Germany,Tech,A0012,Sportswear,Instagram,Video,3,1,0,13.67,Saturday,Desktop,0.24,33.33333333333333,0.0,55-64,0.0,8.0
U0313,59,F,UK,Food,A0013,Luggage,Instagram,Image,11,9,0,11.97,Saturday,Tablet,0.47,81.81818181818183,0.0,55-64,0.0,4.2727272727272725
U0314,36,M,UK,Food,A0014,Electronics,Instagram,Carousel,1,0,0,3.01,Sunday,Tablet,0.02,0.0,0.0,35-44,0.0,2.0
U0315,32,Other,Germany,Tech,A0015,Gadgets,Facebook,Video,12,1,1,29.49,Tuesday,Tablet,0.54,8.333333333333332,100.0,25-34,100.0,4.500000000000001
U0316,23,Other,Australia,Food,A0016,Food & Beverage,Instagram,Video,1,1,1,21.1,Wednesday,Desktop,1.0,100.0,100.0,18-24,100.0,100.0
U0317,24,Other,USA,Tech,A0017,Gadgets,Instagram,Carousel,7,2,0,15.3,Thursday,Desktop,0.22,28.57142857142857,0.0,18-24,0.0,3.1428571428571432
U0318,52,F,USA,Gaming,A0018,Luggage,Facebook,Image,8,1,0,1.97,Monday,Desktop,0.07,12.5,0.0,45-54,0.0,0.8750000000000001
U0319,34,M,USA,Fitness,A0019,Apparel,Instagram,Image,12,1,0,27.05,Monday,Desktop,0.14,8.333333333333332,0.0,25-34,0.0,1.1666666666666667
U0320,56,Other,India,Food,A0020,Electronics,Instagram,Carousel,3,3,1,3.94,Tuesday,Mobile,0.92,100.0,33.33333333333333,55-64,33.33333333333333,30.66666666666667
U0321,44,Other,Germany,Food,A0021,Food & Beverage,Instagram,Carousel,5,2,1,2.44,Friday,Tablet,0.61,40.0,50.0,35-44,50.0,12.2
U0322,49,M,USA,Fitness,A0022,Electronics,Instagram,Image,5,5,0,14.93,Monday,Mobile,0.57,100.0,0.0,45-54,0.0,11.399999999999999
U0323,31,M,Australia,Fitness,A0023,Electronics,Instagram,Image,5,3,1,26.95,Wednesday,Mobile,0.8,60.0,33.33333333333333,25-34,33.33333333333333,16.0
U0324,59,Other,India,Fashion,A0024,Sportswear,Instagram,Video,3,3,1,13.75,Wednesday,Mobile,0.97,100.0,33.33333333333333,55-64,33.33333333333333,32.33333333333333
U0325,35,Other,USA,Fashion,A0025,Food & Beverage,Facebook,Image,11,5,0,13.01,Sunday,Tablet,0.29,45.45454545454545,0.0,35-44,0.0,2.6363636363636362
U0326,32,Other,USA,Gaming,A0026,Luggage,Instagram,Carousel,11,7,0,7.83,Wednesday,Mobile,0.36,63.63636363636363,0.0,25-34,0.0,3.2727272727272725
U0327,43,Other,USA,Travel,A0027,Luggage,Facebook,Image,13,7,1,29.55,Tuesday,Mobile,0.77,53.84615384615385,14.285714285714285,35-44,14.285714285714285,5.923076923076923
U0328,26,M,India,Tech,A0028,Food & Beverage,Instagram,Image,14,10,1,18.26,Wednesday,Tablet,0.85,71.42857142857143,10.0,25-34,10.0,6.071428571428571
